 5.00000000e-10  4.99625281e-04 
 1.00000000e-09  9.98876124e-04 
 2.00000000e-09  1.99662949e-03 
 4.00000000e-09  3.98765307e-03 
 8.00000000e-09  7.95183461e-03 
 1.60000000e-08  1.58092680e-02 
 3.20000000e-08  3.12446213e-02 
 6.40000000e-08  6.10300297e-02 
 1.00000000e-07  9.28746046e-02 
 1.06400000e-07  9.83306305e-02 
 1.19200000e-07  1.09138923e-01 
 1.44800000e-07  1.30144678e-01 
 1.96000000e-07  1.69825811e-01 
 2.96000000e-07  2.39152442e-01 
 3.96000000e-07  2.98805590e-01 
 4.96000000e-07  3.50135042e-01 
 5.96000000e-07  3.94302246e-01 
 6.96000000e-07  4.32306583e-01 
 7.96000000e-07  4.65007990e-01 
 8.96000000e-07  4.93146410e-01 
 9.96000000e-07  5.17358539e-01 
 1.09600000e-06  5.38192231e-01 
 1.19600000e-06  5.56118897e-01 
 1.29600000e-06  5.71544167e-01 
 1.39600000e-06  5.84817074e-01 
 1.49600000e-06  5.96237947e-01 
 1.59600000e-06  6.06065210e-01 
 1.69600000e-06  6.14521228e-01 
 1.79600000e-06  6.21797335e-01 
 1.89600000e-06  6.28058172e-01 
 1.99600000e-06  6.33445404e-01 
 2.09600000e-06  6.38080929e-01 
 2.19600000e-06  6.42069637e-01 
 2.29600000e-06  6.45501780e-01 
 2.39600000e-06  6.48455020e-01 
 2.49600000e-06  6.50996180e-01 
 2.59600000e-06  6.53182760e-01 
 2.69600000e-06  6.55064235e-01 
 2.79600000e-06  6.56683179e-01 
 2.89600000e-06  6.58076224e-01 
 2.99600000e-06  6.59274890e-01 
 3.09600000e-06  6.60306301e-01 
 3.19600000e-06  6.61193794e-01 
 3.29600000e-06  6.61957451e-01 
 3.39600000e-06  6.62614550e-01 
 3.49600000e-06  6.63179962e-01 
 3.59600000e-06  6.63666479e-01 
 3.69600000e-06  6.64085110e-01 
 3.79600000e-06  6.64445327e-01 
 3.89600000e-06  6.64755281e-01 
 3.99600000e-06  6.65021986e-01 
 4.09600000e-06  6.65251477e-01 
 4.19600000e-06  6.65448945e-01 
 4.29600000e-06  6.65618860e-01 
 4.39600000e-06  6.65765065e-01 
 4.49600000e-06  6.65890870e-01 
 4.59600000e-06  6.65999121e-01 
 4.69600000e-06  6.66092267e-01 
 4.79600000e-06  6.66172416e-01 
 4.89600000e-06  6.66241381e-01 
 4.99600000e-06  6.66300723e-01 
 5.00000000e-06  6.66302912e-01 
